Unnamed: 0,id,name,tagline,domain,Location,Investors,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
747,01ead2eb-742f-4a92-8829-352f4b08d1d9,CarbonOrO,CO2 capture company,carbonoro.com,"Nijmegen, Netherlands","[' inpex', 'icos capital management', ' putifer']",,,,,,False,147496524
748,c7f6a68b-66b2-487c-96b5-5613697db5dc,Carbonova,Carbon nanofibers from CO2 platform,carbonova.com,"Calgary, Canada","[' ngif capital', 'kolon industries']",,,,,,False,263185118
749,865a67c8-844b-4324-89b1-ce61db69e64b,Carbonplace,Carbon credit transaction network,carbonplace.com,"London, United Kingdom","['BNP Paribas', 'BBVA', 'CIBC', 'UBS', 'Standard Chartered', 'National Australia Bank', 'SMBC', 'NatWest Group', 'Ita Unibanco']",30.0,-11.76,Seed,45000000.0,Scott Eaton (Chief Executive Officer): https://linkedin.com/in/scott-eaton-4993b9a,True,288841093
750,d738fbc4-9d04-4130-b213-14c278e61aef,CarbonPool,Carbon credit insurance provider,carbonpool.earth,"Zürich, Switzerland","['Heartcore Capital', 'Vorwerk Ventures', 'HCS Capital', 'Revent Ventures']",19.0,18.75,Seed,11240000.0,"['Frederic Olbert (Founder and CFO): https://linkedin.com/in/frederic-olbert-538299109', 'Coenraad Vrolijk (Founder): https://linkedin.com/in/coenraad-vrolijk-3705a232', 'Nandini Wilcke (Founder and Chief Operating Officer): https://linkedin.com/in/nandini-wilcke']",True,290682558
751,7326c155-9590-43a3-a6b8-177b3c64e140,CarbonQuest,Modular DAC technology,carbonquest.com,"New York, New York","['Riverbend Energy Group', 'Energy Capital Ventures', 'Aligned Climate Capital']",34.0,36.0,Series A,20000000.0,Shane Johnson (President and CEO): https://linkedin.com/in/shane-johnson-74003784,True,263209249
752,f254020d-ea47-4a3b-8236-f3bd001a101c,carbonrun,Add alkalinity to rivers to deacidify waterways,,"Nova Scotia, U.S.",[],,,,,,False,Not in Affinity
753,26d78136-3b66-4b9b-850a-af4d4a098a89,CarbonScape,Biographite developer,carbonscape.com,"Riverlands, New Zealand","[' amperex technology', 'stora enso']",,,,,,False,163302028
754,b4441fa3-82c0-47db-8078-3ef985db2168,carbonstop,Carbon emissions management software and consulting solutions provider,https://www.carbonstop.com/,China,"['sequoia china', ' gl ventures', ' matrix partners']",,,,,,False,Not in Affinity
755,a786c412-f1f5-403a-91a4-2d3ab104b049,"Carbonwave - ultra-regenerative, plant-based, advanced biomaterials from seaweed.",Startup making advanced biomaterials from seaweed,carbonwave.com,"Carolina, Puerto Rico","['Katapult Ocean', 'Viridios Capital', 'Popular Impact Fund', 'Mirova1']",36.0,-2.7,Series A,5000000.0,Geoff Chapin (Chief Executive Officer): https://linkedin.com/in/geoff-chapin-98a186164,True,284900404
756,0c87e774-fbc1-44cb-b319-0e912270523f,CarbonX,Make graphite alternatives for battery anodes,carbonx.com,"Delft, Netherlands",['4m'],,,,,,False,262474324
757,19dc8a08-ecb9-4c56-b3f1-b779e3cb76c3,CarbonZero.ECO,Biochar production technology developer,carbonzero.eco,"Los Altos, CA","['rich miner', ' sana fathima', ' linda tong']",,,,,,False,301421423
758,4e75bdc6-174e-4e8f-ab0a-3dc7cf342571,Carbyon,Direct air capture developer,carbyon.com,"Eindhoven, Netherlands","[' siemens financial services', ' innovation industries', 'brabantse ontwikkelings maatschappij', ' invest-nl', ' global cleantech capital']",,,,,,False,268272451
759,a8d6b669-e094-49e0-a3fa-0610197b2a04,cargoroo,Manufacturer of electric cargo bikes,,Netherlands,"['fairtree elevant ventures', ' the sharing group', ' pdenh']",,,,,,False,Not in Affinity
760,89f548ab-5733-421a-97f6-fd8fe388b721,Cariqa,EV charging pricing software,cariqa.com,"Berlin, Germany","['Anthemis', 'Vento Ventures', 'others', 'Hatcher+', 'Earth', 'Golden Egg Check', 'Techstars', 'Contrarian Ventures', 'Anthemis Female Innovators Lab']",6.0,50.0,Seed,4000000.0,"['Issam Tidjani (Co-Founder): https://linkedin.com/in/issamtidjani', 'Stefano Bonetta (Co-Founder): https://linkedin.com/in/stefanobonetta', 'Tamara Ciullo (Co-Founder): https://linkedin.com/in/tamara-ciullo-3a1194131']",True,290581436
761,1ad35e2e-8bac-40d5-a4c4-f172db2bbfe8,carpecarbon,Direct Air Capture (DAC) technology developer,,"Torino, Italy","[' cdp venture capital', '360 capital']",,,,,,False,Not in Affinity
762,02f1f93b-855e-44c9-bb51-e7a1885fb977,carrar,Advanced cooling systems for EV batteries,,"Sderot, Israel","['salida b.v.', ' ourcrowd', ' nextgear']",,,,,,False,Not in Affinity
763,033b3a2c-f01c-4a47-b8a7-6dcb65ba43d1,cartesia,Multimodal intelligence company,,"San Francisco, USA","[' general catalyst', ' a* capital', ' conviction', 'index ventures']",,,,,,False,Not in Affinity
764,5e1098b3-14d2-40a7-add2-7c47d7be577f,cartken,AI-powered autonomous robots maker,cartken.com,"Oakland, CA","[' shell', ' mitsubishi electric', ' incubate fund', '468 capital', ' magna international']",,,,,,False,263113801
765,f2317cd1-b3ea-4a88-b791-9ef6be7eba62,Cascade Biocatalysts,Sustainable chemicals platform,cascadebiocatalysts.com,"Brooklyn, NY","[' range ventures', 'ten vc', ' amplify.la', ' cool climatecollective', ' boost vc']",,,,,,False,288786427
766,60825ff2-766a-46b8-8f8e-46ba6edfaac8,cast ai,Cost analysis company,https://cast.ai/,"Miami, FL","[' dnx', 'ta ventures', ' florida funders', 'cota capital', ' samsung next']",,,,,,False,Not in Affinity
767,cec2352f-bb13-43c7-a625-36e11c799de8,catalera biosolutions,Sustainable pest-control products,,"Vancouver, Canada",['s2g ventures'],,,,,,False,Not in Affinity
768,db64b322-e7a3-46dd-98b4-d7e18021e8c9,catalyst fund,Investments in early-stage climate companies in Africa,,"Nairobi, Kenya",[],,,,,,False,Not in Affinity
769,a7059bdf-3ea3-48b1-b5fb-20e99f6ebf1f,website,Bioethanol conversion technology developer,catalyxxinc.com,"Chesterfield, MO",['axon partners group'],,,,,,False,278627162
770,e06f02a0-a7c9-41a5-97c2-6cd96ecb37df,catchfree,Plant-based seafood alternatives maker,,"Zürich, Switzerland","['fortyone', ' stiftung startfeld']",,,,,,False,Not in Affinity
771,e8ff3b19-798b-41e1-b3e9-59fae76873ed,catchwise,AI fishing efficiency platform,,"Oslo, Norway","[' impact ocean capital', 'dreamcraft ventures', ' sondo capital']",,,,,,False,Not in Affinity
772,d9106f3d-7d90-4930-ae4e-77f22ee30af3,Category Ventures,VC making pre-seed and seed investments,categoryvc.com,San Francisco,[],2.0,,,,Alberto Peisach (Chief Executive Officer): https://linkedin.com/in/alberto-peisach-737796238,True,301378264
773,19e3254a-1f04-4827-a341-6f5ce80d1eb0,Cauldron,“Fermafacturing” startup for foods and fibers,cauldronferm.com,"Borenore, Australia","['Main Sequence Ventures', 'SOSV', 'Main Sequence', 'University of New South Wales', 'In-Q-Tel', 'Horizons Ventures']",19.0,0.0,Other,2800000.0,Larry Li (Co-founder and CEO): https://linkedin.com/in/larryli,True,289962716
774,17549d3f-e083-4a20-8c14-2ce8274aa172,Causal Labs,AI weather prediction startup,getcausal.ai,"San Francisco, California","['BoxGroup', 'Refactor', 'angel investors', 'Otherwise', 'Karman Ventures', 'Factorial', 'Kindred Ventures']",1.0,,Seed,6000000.0,,True,301831412
775,5b1d9b96-0d10-4ec0-946d-858cfa696e3a,Cavela,Automated product sourcing AI platform for e-commerce companies,cavela.co,"San Francisco, Calif.","[' propel ventures', ' go global ventures', 'xyz venture capital']",,,,,,False,293475638
776,dbc9babf-9a75-4859-b67b-506d5929e11d,Caveonix,Compliance and security cloud company,caveonix.com,"Falls Church, Virginia","['First In Capital', 'other early investors']",46.0,-6.12,Series A,7300000.0,"Kaus Phaltankar, CISSP (CEO and Co-Founder): https://linkedin.com/in/kaus-phaltankar-cissp-b3b3254",True,204006828
777,1a3d22c8-68b1-44be-af82-dc37d9376d7c,Cavnue,Autonomous roadways company,cavnue.com,"Washington, District of Columbia","[' openvia', 'sip', ' landstar system', ' ford motor company']",81.0,-19.0,,135611550.0,"['Tyler Duvall (Chief Executive Officer and Co-Founder): https://linkedin.com/in/tyler-duvall-62a0486', 'Kathy Vences (Deputy Chief of Staff to the CEO and Co-Founder): https://linkedin.com/in/kathy-vences-8319439a']",True,263223055
778,9c2a1b64-55be-4477-a974-13323bb21840,Cecil,Platform for managing carbon and natural capital assets,cecil.earth,"Sydney, Australia","['Tenacious Ventures', 'Macdoch Ventures', 'Global Founders Capital']",13.0,-18.75,Seed,1600000.0,"['Rory Oxenham (Co-Founder & Product): https://linkedin.com/in/roryoxenham', 'Alex Logan (Co-Founder): https://linkedin.com/in/alex-logan-43617971']",True,279273713
779,e6fed46b-8218-4388-b051-f5961f0d0ffd,cedara,Carbon intelligence platform for the media industry,https://www.neara.com/,"Austin, TX","[' prosus ventures', ' skip capital', 'square peg capital']",,,,,,False,Not in Affinity
780,0f8cc6cc-2ab7-4a52-b718-1f93f6093870,CEEZER,B2B carbon credits marketplace,ceezer.earth,"Berlin, Germany","['Carbon Removal Partners', 'Picus Capital.', 'Picus Capital', 'Norrsken VC', 'HV Capital']",51.0,18.6,Series A,11200000.0,"['Magnus Drewelies (Founder & CEO): https://linkedin.com/in/magnusdrewelies', 'Hannes Nützmann (CPO & Co-founder): https://linkedin.com/in/hannesnuetzmann', 'Jan Oltmanns (Co-Founder & Chief Impact Officer): https://linkedin.com/in/jan-oltmanns-330373a3']",True,284715704
781,b755b8a5-dbc7-48e8-b41b-6389f63d694a,Ceibo,Copper extraction technology,ceibo.tech,"Santiago, Chile","['Energy Impact Partners', 'Aurus Ventures', 'CoTec Holdings', 'Khosla Ventures', 'Audley', 'Unearth', 'Orion Resources', 'Pincus Green']",76.0,2.7,Series B,30000000.0,Cristóbal Undurraga (CEO): https://linkedin.com/in/cristobalundurraga,True,290876746
782,b62469f4-517f-4828-8bc0-ce0986bbdc0c,Celadyne,Hydrogen fuel cell technology developer,celadyne.com,"Chicago, IL","[' maniv mobility', 'dynamo ventures', ' eps ventures']",,,,,,False,302417092
783,fa669eea-8023-4f6f-befe-00aabdf8aa30,celest science,Climate risk assessment platform,,"Paris, France","[' astorya.vc', 'plug and play ventures']",,,,,,False,Not in Affinity
784,80ff62d6-a73b-45b5-a02f-9aeb21bddf77,Celestial AI,Uses light to transfer data within and between chips for enhanced AI data center efficiency,celestial.ai,"Santa Clara, California","['fidelity management & research', ' temasek', 'u.s. innovative technology fund', ' amd ventures', ' koch disruptive technologies']",,,,,,False,281147992
785,58e6fae6-5336-421f-9fe4-7748247f7527,Celigo,Integration platform as a service,celigo.com,"San Mateo, California","['newspring', ' blossom street ventures', ' tvc capital']",,,,,,False,1563671
786,85a87948-35be-4c0f-b2b6-cad21280ee52,Celleste Bio,Cell-cultured cocoa ingredients,celleste-bio.com,"Misgav, Israel","['others', 'Supply Change Capital', 'The Trendlines Group', 'Consensus Business Group', 'SnackFutures Ventures']",9.0,28.57,Seed,4500000.0,"['Avishai Levy (Co-Founder): https://linkedin.com/in/avishai-levy007', 'Hanne Volpin (Co-Founder, CTO and CEO): https://linkedin.com/in/hanne-volpin-48819a6', 'Michal B. (Chief Executive Officer): https://linkedin.com/in/michal-b-11136130']",True,289545538
787,0eb8674e-3e7b-4c53-b84b-0d8f2ade9193,Cellfion,Developing bio-based membranes for energy storage and conversion devices,cellfion.se,Sweden,"[' kth holding', ' klimatet invest', ' almi invest greentech', ' liu invest', 'voima ventures']",,,,,,False,285875682
788,f7c8cdcc-9557-4d82-ae4b-04d0cf049eed,CELLINK,"Manufacturer of high-conductance, large-area flexible circuits for clean power",cellink.com,"San Carlos, CA","['whale rock capital', ' atreides', 'us loan programs office', ' t. rowe price', ' d1 capital partners', ' standard investments', ' park west', ' fidelity']",,,,,,False,2186884
789,7d0262e3-39c6-43e5-b0fb-5e55e5b1a10f,CellMEAT,Alt shrimp maker,thecellmeat.com,South Korea,"[' strong ventures', 'nauib', ' ryukyung psg', ' bnk vc']",,,,,,False,263065102
790,014df8ef-aefc-4dc9-adb6-7a36908e7346,CellMine,Lithium-ion batteries recycling platform,cellmine.co.uk,"Livingston, UK",['zinc vc'],,,,,,False,293836993
791,420e6554-9038-4d87-a4eb-63f64b8bf9d1,cellqua,Cultivated seafood start-up,,"Songnam, South Korea",['sopoong ventures'],,,,,,False,Not in Affinity
792,ce2909a0-2d68-44e0-aa2f-0106bd025bae,Cellugy,Produces organic cellulose material designed to replace toxic plastic,cellugy.com,"Søborg, Denmark","[' unconventional ventures', ' joyance partners', ' eifo', 'icig ventures', ' the footprint firm', ' psv deeptech']",,,,,,False,278237929
793,063834d8-f1fb-4376-a559-899cbc52e65d,cellva ingredients,Cellular agriculture platform,,"São Paulo, Brazil","['aircapital', ' ea angels', ' proveg incubator', ' rumbo ventures', ' fundepar']",,,,,,False,Not in Affinity
794,cfbba78b-4b20-40df-904c-65e6def5e14c,cemvision,Lower-carbon cement using recycled industrial waste,,"Nybro, Sweden","[' backingminds', ' zacua ventures', 'polar structure']",,,,,,False,Not in Affinity
795,d5c91722-8979-4ad9-8e32-e87bddf9aa47,Cemvita Factory Inc.,Biotech startup using microbes to turn carbon dioxide into useful products,cemvitafactory.com,"Houston, TX","[' climate capital', ' others', 'united airlines ventures', '8090 partners', ' oxy low carbon ventures', ' seldor capital']",,,,,,False,161878593
796,fb4c1757-5eaf-42c2-b771-e4f5ae452392,Certa,Procurement platform with ESG management tools,certa.com,"San Francisco, CA","[' mantis vc', ' tru arrow partners', ' goat capital', 'fin capital', ' vertex ventures']",,,,,,False,292728352
797,0f4b181b-624b-4261-a210-5972cf7de415,cerv e,Food waste and efficiency platform,,"Göteborg, Sweden","['superseed ventures', ' ponderosa ventures', ' the first thirty']",,,,,,False,Not in Affinity
798,cac3ab16-fe94-4f69-9f74-587408138a8a,cervest,Maker of a climate risk analysis platform,,"London, UK","[' untitled', 'draper esprit', ' future positive capital', ' astanor ventures', ' lowercarbon capital', ' time ventures']",,,,,,False,Not in Affinity
799,5564f5bf-5d6c-4574-9476-77910655bc62,Cetogenix,Developer of organic waste to renewable energy,cetogenix.co.nz,New Zealand,"[' angelhq', 'pacific channel', ' enterprise angels']",,,,,,False,285883002
800,d06efb4c-9ffd-4e64-86f5-4da303ae8689,cf pathways,Carbon credits and risk management provider in the energy and environmental markets,,UK,['ara partners'],,,,,,False,Not in Affinity
801,e1aab2f3-566a-401f-aae1-82234f7fcd8c,CH4 Global,Using seaweed to reduce methane emissions,ch4global.com,"Henderson, NV","['dcvc', ' dcvc bio', ' others', 'japan organization for metals and energy security (jogmec)']",,,,,,False,263365518
802,9430c60a-12c0-4d60-b069-09bc52c33df6,Chain.io,Cloud-based supply chain integration platform,chain.io,"Philadelphia, Pennsylvania","['Fontinalis Partners', 'Grand Ventures', 'Mercury', 'Eve Atlas', 'High Alpha', 'Mercury Fund', 'Engage', 'Waybury Capital']",32.0,-13.51,Series A,11000000.0,Brian Glick (Founder / CEO): https://linkedin.com/in/briansglick,True,197497418
803,b73b08e2-6f92-411d-893b-330b71f7f92c,chaincraft,Developing biochemicals from organic waste,,Netherlands,"['convent capital', ' pdenh', ' horizon 3', ' shift invest']",,,,,,False,Not in Affinity
804,d106bc05-e591-4c23-bd91-c072db12586e,Chainguard,Supply chain software security company,chainguard.dev,"Kirkland, Washington","['Spark Capital', 'Sequoia Capital', 'Amplify Partners', 'Banana Capital', 'Amplify', 'The Chainsmoker’s Mantis VC', 'Tom Killalea', 'Gordon Chaffee', 'Maya Kaczorowski', 'Jim Higgins', 'K5/JPMC', 'Stephen Augustus', 'Brandon Phillips', 'Eric Brewer', 'Joe Duffy', 'Redpoint Ventures', 'Mantis VC', 'Lightspeed Venture Partners', 'IVP', 'LiveOak Venture Partners', 'Chair of MongoDB and former VP of Technology and CISO at Amazon', 'CISOs from Google and Square (Block)', 'CISO at Square', 'Solomon Boulos', 'Salesforce Ventures', 'All Existing Investors', 'Datadog Ventures', 'Kleiner Perkins']",297.0,102.04,Series D,356000000.0,"['Kim Lewandowski (Founder / Product): https://linkedin.com/in/kimsterv', 'Matthew Moore (Founder / CTO): https://linkedin.com/in/mattmoor', 'Scott Nichols (Founder): https://linkedin.com/in/scott-nichols-8ab333184']",True,283604468
805,4e0834a3-55ca-4fe6-b315-8e2fb1d38b04,Change Foods,Vegan cheese company,changefoods.com,"Palo Alto, CA","['route 66 ventures', ' upfield', ' green generation fund', ' orkla', ' blue horizon']",,,,,,False,279419567
806,bdae437e-2b50-495e-8fdc-1c2b26ddda1e,Chapter,AI-powered operating system for knowledge in sustainable energy,chapter.com,Amsterdam,[],,,,,,False,263084757
807,89c000a4-d780-46fb-8f69-5c780bd4d207,char.gy,To expand its EV charging network,char.gy,London,['ciif'],,,,,,False,122028741
808,e31edbc9-fc09-48b1-8969-0b600b80a50d,charbone hydrogen,Green hydrogen producer,,"Brossard, Canada",['true green capital'],,,,,,False,Not in Affinity
809,5cc4ba9a-2ca2-4b51-bc26-809a225e48cc,Charge,Developer of electric charging stations for e-bikes and e-scooters,charge.io,"NYC, NY","[' silicon valley bank', ' collab capital', ' cleveland avenue', ' revolution’s rise of the rest seed fund', ' abb e-mobility', 'blueorchard finance', ' highline beta', 'the royal automobile club of victoria', ' claremont capital', ' the clean energy finance corporation', ' marcypen', ' mark cuban companies', 'meyer equity', ' construct capital', 'king river capital', ' maple vc', ' third sphere', ' root ventures', ' pendulum', ' elemental impact', ' pusha-t', 'tale venture partners', 'monte’s fam']",,,,,,False,280703441
810,e46ee0d4-e63a-4cc2-b6f7-3351186442c0,Charge Amps,Green-tech company and maker of EV charging solutions,chargeamps.com,Sweden,"[' microcap', ' quinary investment', ' swedbank robur', 'ok ekonomisk förening', ' skellefteå kraft', ' concejo ab', ' lmk', 'swedbank robur']",,,,,,False,291742012
811,af007fe0-7506-45a0-9d17-7e16d88fea2e,CHARGE+ZONE,Fleet electrification and retail EV charging platform,chargezone.co,"Vadodara, India","['Venture Catalysts', 'Mumbai Angels', 'Keiretsu Forum']",109.0,-3.54,Seed,3000000.0,"['Kartikey Hariyani (Founder & CEO): https://linkedin.com/in/kartikeyhariyani', 'Sameer Zumbarlal Baldota (CEO OFFICE Business Consultant & Principal Engineer): https://linkedin.com/in/sameerbaldota']",True,225005307
812,4f31b25e-2635-4f38-8113-ac5faeee7acb,ChargeEuropa,EV charging infrastructure,chargepolska.pl,"Warsaw, Poland",['shift4good'],,,,,,False,263780682
813,2c464926-ac95-40a4-a6f8-12a68d2fba07,ChargeLab,Developer of EV charging operating software,chargelab.co,"Toronto, Canada","['Root Ventures', 'King River Capital', 'Eaton', 'Construct Capital', 'Silver Comet', 'Highline Beta', 'Third Sphere', 'ABB E-Mobility', 'Maple VC']",71.0,-1.39,Series A,15000000.0,"['Ehsan Mokhtari (Co-Founder & CTO): https://linkedin.com/in/ehsanmokhtari', 'Zak L. (CEO): https://linkedin.com/in/zaklefevre']",True,292002202
814,a80b264d-b3b5-4000-b840-7a4e6348aa1e,chargenet,EV charging startup,,"San Francisco, CA","[' san diego angels', 'aligned climate capital', ' tech coast angels', ' laci impact fund']",,,,,,False,Not in Affinity
815,abb116a4-e35a-42d5-b4ad-b8ebdd38d803,ChargePoint,Provider of EV charging stations,chargepoint.com,"Campbell, California","['Braemar Energy Ventures', 'Linse Capital', 'Quantum Energy Partners', 'Daimler Trucks & Buses', 'J.P. Morgan Chase Bank', 'GIC', 'American Electric Power', 'Siemens', 'Clearvision', 'HSBC Innovation Banking', 'Daimler AG', 'BMW', 'Siemens AG', 'Canada Pension Plan Investment Board (CPPIB),', 'CPP Investments', 'Chevron']",1436.0,-12.12,Public Markets,150000000.0,"['Pasquale Romano (President and CEO): https://linkedin.com/in/pasquale-romano-1877792a', 'Praveen Mandal (Co-Founder & President): https://linkedin.com/in/praveen-mandal-6a997b93', 'Tom Tormey (VP Product Management, founder): https://linkedin.com/in/tom-tormey-69522433', '🍌 Luke Grana (Founder & CEO): https://linkedin.com/in/lukegrana']",True,2178638
816,fe34080b-fa16-4271-bdd9-4b69c13df544,ChargerHelp!,On-demand repair app for electric vehicle charging stations,chargerhelp.com,"Los Angeles, California","['Energy Impact Partners', 'Aligned Climate Capital', 'Exelon Corporation', 'Blue Bear Capital', 'non sibi ventures']",53.0,0.0,Series A,17500000.0,Kameale C. Terry (Co-Founder & CEO): https://linkedin.com/in/kamealecterry,True,262541248
817,98ed0ab7-0b16-4634-bf9c-4d99e6a0c314,Chargetrip,EV navigation software provider,chargetrip.com,"Amsterdam, Netherlands","['Blue Bear Capital', 'Axel Springer Porsche', 'HSBC Asset Management', 'Riverstone LLC', 'Vindeggen']",47.0,11.9,Series A,10000000.0,"['Pieter Waller (Co-Founder and Chief Commercial Officer): https://linkedin.com/in/pieterwaller', 'Andreas Sansano (Founder and CTO): https://linkedin.com/in/andreassansano', 'Mark Hulsbergen (Founder): https://linkedin.com/in/markhulsbergen', 'Gideon van Dijk (Founder and CEO): https://linkedin.com/in/gideonvd']",True,133415148
818,64c25feb-3ff0-4774-8e2f-78a6d4727410,chargeup,EV battery swapping network,,India,"[' anicut capital', 'capital-a', ' others']",,,,,,False,Not in Affinity
819,20f0ca23-3f82-40a4-9b6a-16a57d2fb455,ChargeX,EV charging system operator,chargex.de,"Munich, Germany","['BonVenture', 'UVC Partners', 'Bayern Kapital', 'Verve Ventures', 'Ponooc', 'Energie 360°']",47.0,-21.67,Series B,11500000.0,"['Tobias Wagner (Co-Founder & CEO): https://linkedin.com/in/tobielectrified', 'John Engeln (Co-Founder and CTO ): https://linkedin.com/in/john-engeln-31709492', 'Michael Masnitza (Co-Founder & CBDO): https://linkedin.com/in/michael-masnitza-b6870085', 'Matthias Zimmermann (Interim CEO): https://linkedin.com/in/fit4growth']",True,200338323
820,580d9125-e3c4-4c35-a699-c642177bda13,Charm Industrial,Carbon removal company injecting bio-oil,charmindustrial.com,"San Francisco, California","['General Catalyst', 'Thrive Capital', 'Kinnevik', 'Elad Gil', 'Lowercarbon', 'Exor Ventures']",67.0,-14.1,Series B,100000000.0,"['Kelly Kinetic (Hering) (CTO & Co-Founder): https://linkedin.com/in/kellyhering', 'Peter Reinhardt (Co-founder): https://linkedin.com/in/peterreinhardt', 'Shaun Kinetic (Meehan) (Co-Founder): https://linkedin.com/in/aprgl', 'Kevin Meissner (Co-Founder, CTO): https://linkedin.com/in/kevin-meissner-a79a5614']",True,162556649
821,1561939e-9bbf-4b23-a834-49d384e117a7,CHASM Advanced Materials,Developer of carbon nanotube hybrids,chasmadvancedmaterials.com,"Canton, MA","['wave equity partners', ' swm international', ' birla carbon']",,,,,,False,293271337
822,04994888-063e-4d2e-9d0d-9a3abed1740b,checkerspot,Maker of bio-manufactured materials,,"Berkeley, CA","['viking global investors', ' cavallo ventures', ' kdt ventures', 'breakout ventures', ' illumina', ' breakout ventures', ' builders vc']",,,,,,False,Not in Affinity
823,de7717a5-b6f5-4e6b-a697-07afe739868e,CheckSammy,Waste removal and recycling services provider,checksammy.com,"Surrey, Canada","['I Squared Capital', 'Zero Infinity Partners']",132.0,0.0,Debt,,"Sam S. (Co-founder, CEO): https://linkedin.com/in/sam-s-601b1416b",True,220008594
824,90e4f42a-9981-4b68-ae5a-aed85f5d811f,Cheesecake Energy,Energy storage startup,cheesecakeenergy.com,UK,"[' perivoli innovations', ' angel investors', 'the imperial college innovation fund']",,,,,,False,221231066
825,3b4c8194-84ad-4ddb-b849-b52b1b348d48,Chemix,Use AI to accelerate EV battery innovation,chemix.ai,"Sunnyvale, California","['Ibex Investors', 'Mayfield Fund', ""Global Brain's KDDI Open Innovation Fund (KDDI CVC)"", 'BNP Paribas Solar Impulse Venture Fund (SIVF)', 'Urban Innovation Fund', 'Berkeley SkyDeck', 'Porsche Ventures']",23.0,9.52,Series A,20000000.0,"['Jason Koeller, PhD (Co-founder and CTO): https://linkedin.com/in/jason-koeller', 'Kaixiang Lin, Ph.D. (Co-founder and CEO): https://linkedin.com/in/kaixianglin']",True,284311811
826,37ea05df-184c-40ce-90d8-8fd897c09ded,Cherry Street Energy,Providing solar energy solutions,cherrystreetenergy.com,"Atlanta, GA",['ebsco industries'],,,,,,False,220318744
827,671a1f57-98e1-4175-8a76-daad9a864a5c,Chestnut Carbon Solutions,Carbon removal company,chestnutcarbon.com,"New York, New York","['DBL Partners', 'Canada Pension Plan Investment Board', 'Cloverlay', 'others']",16.0,60.0,Series B,160000000.0,,True,285736060
828,bcb12991-2c5b-4889-8c5e-c6a43e16a697,Chilibeli,Commerce platform for farmers and suppliers,chilibeli.com,Indonesia,"[' alto partners', ' kinesys group', ' golden gate venture', 'lightspeed ventures', ' sequoia surge']",,,,,,False,224164844
829,0fca1290-7468-4c47-af97-8643a73b597f,Chilye,Startup developing high-voltage battery systems for EVs,chilye.com,China,"[' yonghua capital', ' oriza holdings', 'xiaomi']",,,,,,False,263066682
830,a3cd0f34-a516-4c60-9598-d7135262b1e0,Chime,Mobile banking platform,chime.com,"San Francisco, California","['Omidyar Network', 'Coatue', 'others', 'ICONIQ Capital', 'Aspect Ventures', 'Cathay Innovation', 'Forerunner Ventures', 'Northwestern Mutual', 'SoftBank’s Vision Fund 2', 'Tiger Global', 'Dragoneer Investment Group', 'DST Global', 'General Atlantic', 'Menlo Ventures', 'Cross Link Capital', 'Sequoia Capital Global Equities']",1637.0,4.4,Series C,750000000.0,"['Ryan King (Co-Founder & CTO): https://linkedin.com/in/ryanaking', 'Chris Britt (Co-founder & CEO): https://linkedin.com/in/cbritt', 'Daniel Stevenson (Chief Executive Officer): https://linkedin.com/in/daniel-stevenson-b98640200', ""Eric Shen (Co-Founder and Co-Lead of Chime's Asian Pacific Islander & South Asian ERG): https://linkedin.com/in/ericshen2""]",True,1712883
831,4e0cf644-8d42-474e-8c5f-39cdab9ce306,Choco,Maker of software for restaurants and suppliers,choco.com,"Berlin, Germany","[' insight partners', 'left lane capital', ' coatue management', ' bessemer venture partners']",,,,,,False,224083657
832,06051b1f-7372-4ac2-b405-833902b1a31e,Chooch AI,Computer vision startup,chooch.ai,"San Francisco, CA","['vickers venture partners', ' waterman ventures', ' streamlined ventures', ' alumni ventures group', ' 212']",,,,,,False,17375267
833,45c0aa66-7bd5-4c63-9019-78774d433796,CHOOOSE,SaaS platform enabling enterprise to integrate climate action into customer experiences,chooose.today,"Oslo, Norway","['GenZero', 'SOUNDWaves', 'Amadeus IT Group', 'Vinyl Capital', 'Contrarian VC', 'Shell Ventures', 'Aston Kutcher’s firm']",70.0,0.0,Series A,13800000.0,,True,132898734
834,750109d0-f7de-4b00-941b-fef48a5d955f,ChopValue Manufacturing,Company recycling chopsticks into durable materials,chopvalue.com,"Vancouver, Canada",,,,,,,False,224694804
835,672cb036-919f-49ce-baf2-4cd242b99a80,ChopValue Manufacturing,Recycling chopsticks into durable materials,chopvalue.com,"Vancouver, Canada",['inbc investment corp'],,,,,,False,224694804
836,7dba28f5-9555-4b60-b910-ba82e7739b36,chorus.ai,Sales conversations intelligence platform developer,,"San Francisco, CA","['georgian partners', ' redpoint ventures', ' emergence capital', ' sozo ventures']",,,,,,False,Not in Affinity
837,bc32b05e-bd70-4b6b-a244-a1316f17db13,Chroma Copy,Open-source embedding database provider for generative A.I.,chroma.co,"San Francisco, CA",['quiet capital'],,,,,,False,282236064
838,22434fe0-c798-447f-9e42-eb36d6b4f091,Chromacity,"Make laser technology used in materials analysis, pollution monitoring, and more",chromacitylasers.com,"Edinburgh, Scotland","[' innovate uk', ' scottish enterprise', ' kelvin capital', 'eos advisory']",,,,,,False,101965384
